Company Name,Target Status,Public Website Homepage URL,Domain from URL,Source,Street Address,City,State,Zipcode,Phone,Industries served -- Free text,Products and services offered -- Free text,Square footage (facility),Number of employees,Estimated Revenues (200K per empl),Years of operation,Ownership,Equipment (Yasda/Makino/Kern only),CNC 3-axis,CNC 5-axis,Spares/Repairs,Family business,User Notes,Jobs,Year Evidence URL,Year Evidence Snippet,Owner Evidence URL,Source URLs,First Seen,Last Seen,Last Update,Notes (Approach/Contacts/Info)
Emerald Tool & Mold,,http://www.emeraldtoolandmold.com,emeraldtoolandmold.com,AMBA,106 Furlong Industrial Drive,Kernersville,NC,27284,(336) 996-6445,Plastics (precision),Injection mold design & construction; tight-tolerance tooling; engineering changes; spare tooling programs; repairs; 3D CAD (Pro-E); ISO 9001:2015,,,,28,,,Yes,,Yes,,,,,,,http://www.emeraldtoolandmold.com,8/26/2025 19:32,8/26/2025 19:32,8/26/2025 19:32,
"Superior Tooling, Inc.",,http://www.sti-nc.com,sti-nc.com,AMBA,2800 Superior Dr.,Wake Forest,NC,27587,(919) 570-9762,Medical; aerospace; automotive; packaging; consumer products,"Plastic injection molds; blow molds (ISBM, IBM); compression molds; die-cast dies; tooling, jigs & fixtures; CNC machining; EDM; validation services; apprenticeship training; ISO 9001:2015",,,,40,,,Yes,Yes,Yes,,,Openings listed,,,,http://www.sti-nc.com|http://www.sti-nc.com/careers#JobApp|http://www.sti-nc.com/about-us|http://www.sti-nc.com/about-us/industries-served|http://www.sti-nc.com/about-us/services|http://www.sti-nc.com/about-us/equipment-list|http://www.sti-nc.com/about-us/quality|http://www.sti-nc.com/about-us/quality/quality-assurance|http://www.sti-nc.com/careers|http://www.sti-nc.com/contact,8/26/2025 19:33,8/26/2025 19:33,8/26/2025 19:33,
Dramco Tool Co. Inc.,,http://www.dramcotool.com,dramcotool.com,AMBA,502 Claude Road,Grand Island,NE,68803,(308) 382-5251,Automotive; consumer; industrial,"Complex multi-shot injection molds; precision die manufacturing; custom machine building; design engineering & prototyping; CNC; EDM; 5-axis; grinding; waterjet; molds up to 1000 ton; 50+ employees; 37,000 sq ft",37000,50,10000000,47,,,Yes,Yes,Yes,,,CNC Machinist; CNC machinist; Machinist; Openings listed; machinist,,,,http://www.dramcotool.com|https://www.dramcotool.com/facility/|https://www.dramcotool.com/services/|https://www.dramcotool.com/equipment-list/|https://www.dramcotool.com/capabilities-showcase/|https://www.dramcotool.com/careers/|https://www.dramcotool.com/contact-us/|http://www.dramcotool.com/careers/|http://www.dramcotool.com/contact-us/,8/26/2025 19:33,8/26/2025 19:33,8/26/2025 19:33,
"L & Z Tool and Engineering, Inc.",,http://www.lztool.com,lztool.com,AMBA,1691 US Highway 22,Watchung,NJ,07069-6595,(908) 322-2220,Automotive; medical; consumer; military; packaging,Plastic injection molds; die-cast dies; engineering changes; repairs; modifications; 3D solid modeling & CAD; prototypes & precision tooling; CNC; EDM; grinding; welding; ISO 9001:2015,,,,72,,,Yes,,Yes,,,Openings listed; toolmaker,,,,http://www.lztool.com|http://www.lztool.com/facility.html|http://www.lztool.com/services.html|http://www.lztool.com/careers.html|http://www.lztool.com/contact-us.html,8/26/2025 19:34,8/26/2025 19:34,8/26/2025 19:34,
Lawrence Mold & Tool Corp.,,http://www.lawrencemoldandtool.com,lawrencemoldandtool.com,AMBA,690 Puritan Ave,Lawrence Township,NJ,8648,(609) 392-5422,Medical; consumer; industrial,"Single & multi-cavity plastic injection molds; CAD; multi-axis CNC vertical & horizontal milling; high-speed machining; sinker & wire EDM; CNC turning; in-house laser welding, polishing, grinding",,,,50+,,,Yes,Yes,Yes,,,,,,,http://www.lawrencemoldandtool.com,8/26/2025 19:34,8/26/2025 19:34,8/26/2025 19:34,
Natech Plastics (Thal Precision),,http://www.thalprecision.com,thalprecision.com,AMBA,3506 85 Remington Blvd,Ronkonkoma,NY,11779,(631) 580-3506,Medical diagnostics; life sciences; biotech; pharmaceuticals,Contract development & manufacturing; precision microstructure injection molding (down to 150nm); consumables & cartridges; laminate stack-ups; welding; filling & sealing; instrument development & software (IoT/cybersecurity); cleanroom manufacturing; FDA CGMP inspected; ISO 13485/9001/15378,,,,,Member of STRATEC Group,,Yes,,Yes,,,,,,,http://www.thalprecision.com|http://www.thalprecision.com/contact/|http://www.thalprecision.com/contact/#request-a-quote/,8/26/2025 19:34,8/26/2025 19:34,8/26/2025 19:34,
High Desert Tool,,http://www.highdeserttool.com,highdeserttool.com,AMBA,,Carson City,NV,89706,(775) 882-2701,Defense & aerospace; automotive; industrial,Plastic injection & compression molds; aerospace layup tooling; CNC machining centers; wire & sinker EDM; grinding; turning; boring; probing; CAD/CAM 3D design & verification; turnkey mold sampling & validation,8500,,,20+,,,Yes,,Yes,,,,,,,http://www.highdeserttool.com|http://www.highdeserttool.com/about.html|http://www.highdeserttool.com/services.html|http://www.highdeserttool.com/equipment.html|http://www.highdeserttool.com/contact.html,8/26/2025 19:34,8/26/2025 19:34,8/26/2025 19:34,
"Accede Mold & Tool Co., Inc.",,https://accedemold.com,accedemold.com,AMBA,1125 Lexington Avenue,Rochester,NY,14606,(585) 254-6490,Medical; pharmaceutical; labware; consumer & packaging; automotive; industrial & durables; military & aerospace,"High-performance injection molds: multi-shot, rotating cube, lift & rotate, stack, unscrewing, high cavitation; cleanroom sampling & validation; turnkey systems integration & automation; R&D/engineering/prototyping; precision machining, EDM, CNC, laser; AMBA 2024 Mold Builder of the Year; ISO 9001:2015",44000,,,44,Family-owned,,Yes,Yes,Yes,Yes,,,,,,https://accedemold.com|https://accedemold.com/about-us/|https://accedemold.com/industries/|https://accedemold.com/careers/|https://accedemold.com/contact/|https://accedemold.com/homepage-main/about-us/|https://accedemold.com/homepage-main/industries/|https://accedemold.com/homepage-main/contact/%20,8/26/2025 19:35,8/26/2025 19:35,8/26/2025 19:35,
Atalys,,http://www.atalys.com,atalys.com,AMBA,1667 Emerson Street,Rochester,NY,14606,(585) 647-2300,"Medical devices (surgical, IV, drug delivery); aerospace & defense; consumer & industrial",Tooling design & high-tolerance mold making; precision injection molding (micron-level); automated assembly & robotics; cleanroom manufacturing; advanced thermal management for reduced cycle times; program management; end-to-end integration,,,,,Vertically integrated platform,,Yes,Yes,Yes,,,,,,,http://www.atalys.com,8/26/2025 19:35,8/26/2025 19:35,8/26/2025 19:35,
"Turning Point Tool, LLC",,http://www.turningpointtool.com,turningpointtool.com,AMBA,135 Dodge Street,Rochester,NY,14606,(585) 288-7380,Aerospace; automotive; medical; optical; consumer products,Production & prototype injection molds; multi-cavity/family/2-shot/hot runner; CNC machining; wire & sinker EDM; fixtures; short-run machining; custom high-precision parts; ITAR certified,,,,19,,,Yes,,Yes,,,,,,,http://www.turningpointtool.com|http://www.turningpointtool.com/about|http://www.turningpointtool.com/services|http://www.turningpointtool.com/industries|http://www.turningpointtool.com/contact,8/26/2025 19:35,8/26/2025 19:35,8/26/2025 19:35,
BMG (Brown Machine Group / Freeman Company),,http://www.freemancompany.com,freemancompany.com,AMBA,330 N. Ross Street,Beaverton,MI,48612,(989) 435-7741,Food & beverage; consumer products; medical packaging; horticulture; industrial & e-commerce,"Thermoforming equipment & tooling; end-to-end automation; packaging solutions; high-speed robotic stacking/handling; turnkey process solutions; 140+ patents; 7,000+ thermoformers built",,,,70+,,,Yes,Yes,Yes,,,,,,,http://www.freemancompany.com|http://www.freemancompany.com/contact#global-presence|http://www.freemancompany.com/careers|http://www.freemancompany.com/contact,8/26/2025 19:36,8/26/2025 19:36,8/26/2025 19:36,
Colonial Machine,,http://www.colonial-machine.com,colonial-machine.com,AMBA,5859 Mogadore Road,Kent,OH,44240,(330) 673-5859,Housewares; appliances; food handling; packaging; electrical & gas fittings; material handling,"Custom mold manufacturing; injection, blow & compression molds; CNC machining/milling/turning; EDM; grinding; CMM inspection & metrology; ISO 9001 certified",,,,70+,,,Yes,,Yes,,,,,,,http://www.colonial-machine.com,8/26/2025 19:36,8/26/2025 19:36,8/26/2025 19:36,
"Cosar Mold, Inc.",,http://www.cosarmold.com,cosarmold.com,AMBA,PO Box 159,Kent,OH,44240,(330) 673-9510,Plastic injection; rubber; blow molds; die-cast,"Mold repairs & revisions; preventive maintenance; on-site repairs; welding; fitting; polishing; EDM; CNC machining; grinding; texture repair; plating; engraving; complex repairs up to 50,000 lbs; 15,000 sq ft facility",15000,,,40+,Family-founded (Steve & Al Rastetter),,Yes,,Yes,Yes,,,,,,http://www.cosarmold.com|http://www.cosarmold.com/equipment|http://www.cosarmold.com/services|http://www.cosarmold.com/services/preventative-maintenance-programs|http://www.cosarmold.com/services/mold-repairs-engineering-changes|http://www.cosarmold.com/services/on-site-repairs|http://www.cosarmold.com/about-us|http://www.cosarmold.com/careers|http://www.cosarmold.com/contact,8/26/2025 19:36,8/26/2025 19:36,8/26/2025 19:36,
"Eagle Mold Co., Inc.",,http://www.eaglemoldcompany.com,eaglemoldcompany.com,AMBA,,Carlisle,OH,,(937) 746-3331,Aerospace; automotive; medical; appliances; electronics,"Plastic injection molds; 5-axis high-speed CNC milling; wire & sinker EDM; ceramic core & wax pattern dies; graphite electrode machining; reverse engineering & CAD modeling; two facilities totaling 58,500 sq ft; ISO 9001:2015",58500,,,40+,,,Yes,Yes,Yes,,,,,,,http://www.eaglemoldcompany.com|https://www.eaglemoldcompany.com/about-us/|https://www.eaglemoldcompany.com/services/plastic-injection-molds/|https://www.eaglemoldcompany.com/services/cnc-high-speed-machining/|https://www.eaglemoldcompany.com/services/electrical-discharge-machining/|https://www.eaglemoldcompany.com/services/ceramic-core-and-wax-pattern-dies/|https://www.eaglemoldcompany.com/services/graphite-electrode-programming-and-machining/|http://www.eaglemoldcompany.com/contact-us-rfq/|http://www.eaglemoldcompany.com/services/plastic-injection-molds/|http://www.eaglemoldcompany.com/services/cnc-high-speed-machining/|http://www.eaglemoldcompany.com/services/electrical-discharge-machining/|http://www.eaglemoldcompany.com/services/ceramic-core-and-wax-pattern-dies/,8/26/2025 19:37,8/26/2025 19:37,8/26/2025 19:37,
The Minco Group (Minco Tool & Mold + ASPM),,http://www.mincogroup.com,mincogroup.com,AMBA,5690 Webster Street,Dayton,OH,45414,(937) 890-7905,Automotive; appliances; consumer; aerospace; defense; medical,"Mold design & manufacturing (multi-axis, high-speed, gun drilling, Moldflow); product qualification; injection molding (two-shot, insert, sequential gate, gas/vac assist, thin-wall, long glass fiber); secondary ops (welding, staking, pad printing, CNC); 202,000 sq ft molding facility with 90+ presses (55–1100T); ISO 9001:2015; ITAR; IATF 16949",202000,,,71,,,Yes,Yes,Yes,,,,,,,http://www.mincogroup.com|https://www.mincogroup.com/minco-tool-and-mold/capabilities/|https://www.mincogroup.com/minco-tool-and-mold/markets-served/|https://www.mincogroup.com/minco-tool-and-mold/equipment/|https://www.mincogroup.com/aspm/capabilities/|https://www.mincogroup.com/aspm/markets-we-serve/|https://www.mincogroup.com/aspm/equipment/|https://www.mincogroup.com/about-us/core-values/|https://www.mincogroup.com/about-us/history/|https://www.mincogroup.com/about-us/quality/|https://www.mincogroup.com/about-us/careers/|https://www.mincogroup.com/contact-us/,8/26/2025 19:37,8/26/2025 19:37,8/26/2025 19:37,
Penco Tool LLC,,http://www.pencotool.com,pencotool.com,AMBA,,,,,(440) 998-1116,Automotive; aerospace; consumer; industrial,Compression molds (preform & SMC fiberglass); thermoplastic injection molds; design & engineering support; ISO 9001 certified,,,,,Owner: Steven Pendleton,,Yes,,Yes,,,,,,,http://www.pencotool.com|http://www.pencotool.com/contact.html,8/26/2025 19:38,8/26/2025 19:38,8/26/2025 19:38,
"Pleasant Precision, Inc. (PPI)",,http://www.pleasantprecision.com,pleasantprecision.com,AMBA,,,,,(800) 860-3974,Medical; automotive; industrial automation; filtration; commercial fans,"Contract manufacturing (DFM, tooling, molding, assembly/welding/pad printing/kitting); injection molding (55–400T, cleanroom); mold making; extrusion (medical tubing, Class 100,000); Round Mate® interchangeable insert system; IATF 16949:2016",,,,46+,,,Yes,,Yes,,,,,,,http://www.pleasantprecision.com|http://www.pleasantprecision.com/contact-us/,8/26/2025 19:38,8/26/2025 19:38,8/26/2025 19:38,
"Tetra Mold & Tool, Inc.",,http://www.tetramold.com,tetramold.com,AMBA,,,,,,Automotive; appliances; electronics; medical; industrial,"Precision mold building & injection molding; mold repair (thermosets/thermoplastics); insert & over-molding; prototyping (3D printing, CNC, prototype molding); presses 35–500T; SPC/continuous improvement; IATF certified",,,,,,,Yes,,Yes,,,,,,,http://www.tetramold.com,8/26/2025 19:38,8/26/2025 19:38,8/26/2025 19:38,
TJAR Innovations LLC,,http://www.tjarinnovations.com,tjarinnovations.com,AMBA,1004 Cincinnati Ave,Xenia,OH,45385,(937) 347-1999,Defense; consumer; industrial; automotive,"Custom mold building (SolidWorks, Mastercam, CNC); injection molding (35–375T, low?high volume); rapid molding (3D printed tooling); production molding & assemblies; turnkey design?package; ISO quality systems; family-owned",,,,,Family-owned,,Yes,,Yes,Yes,,,,,,http://www.tjarinnovations.com|http://www.tjarinnovations.com/contact-us|http://www.tjarinnovations.com/services,8/26/2025 19:38,8/26/2025 19:38,8/26/2025 19:38,
"Buss Precision Mold, Inc.",,http://www.bussmold.com,bussmold.com,AMBA,13581 SE Ambler Road,Clackamas,OR,97015,(503) 652-5804,Medical; industrial; aerospace & defense; transportation; electronics; consumer products,"Mold design (complex parting lines, undercuts, unscrewing, conformal cooling); plastic injection mold building (24/7 lights-out); EDM; high-speed CNC; laser welding/engraving; project management; mold testing & qualification (FAI, pre-production); SPI Class 101–105; repair & refurbishment; ITAR compliant",,,,36+,,,Yes,Yes,Yes,,,Machinist; Moldmaker; Operator; Toolmaker,,,,http://www.bussmold.com|https://www.bussmold.com/capabilities/|https://www.bussmold.com/capabilities/process/|https://www.bussmold.com/capabilities/specifications/|https://www.bussmold.com/capabilities/specifications/spi-specifcations/|https://www.bussmold.com/capabilities/specifications/edm/|https://www.bussmold.com/capabilities/specifications/surface-finish-guide/|https://www.bussmold.com/about/|https://www.bussmold.com/about/careers/|https://www.bussmold.com/contact/|http://www.bussmold.com/contact/contact-us.html,8/26/2025 19:39,8/26/2025 19:39,8/26/2025 19:39,
"Crescent Industries, Inc.",,http://www.crescentind.com,crescentind.com,AMBA,70 East High Street,New Freedom,PA,17349,(717) 928-8291,Medical & pharmaceutical (Class I–III); military & defense; industrial/OEM,Mold design & DFM; custom injection molding (11–450T); ISO 7 cleanroom; assembly/kitting/welding/pad printing; automation & cobots; tooling & repair; ISO 13485; ITAR; FDA registered; family- & employee-owned,,,,79,Family- & employee-owned,,Yes,,Yes,Yes,,,,,,http://www.crescentind.com|https://www.crescentind.com/about-us|https://www.crescentind.com/markets|http://www.crescentind.com/contact-us|https://www.crescentind.com/contact-us,8/26/2025 19:39,8/26/2025 19:39,8/26/2025 19:39,
PRISM Plastics (Meadville Plant),,http://www.prismplastics.com/meadville,prismplastics.com,AMBA,1045 French Street,Meadville,PA,16335,(810) 292-6300,Automotive; industrial; consumer; medical,"Precision injection molding; tight tolerance parts; multi-site operations (MI, PA, TX, MX)",,,,,,,Yes,,,,,,,,,http://www.prismplastics.com/meadville|http://www.prismplastics.com/contact-us/,8/26/2025 19:40,8/26/2025 19:40,8/26/2025 19:40,
"Quality Mold, Inc.",,http://www.qualitymolderie.com,qualitymolderie.com,AMBA,8130 Hawthorne Drive,Erie,PA,16509,(814) 866-2255,Medical; automotive; consumer,"Prototype to high-cavitation production molds; design (servo & hydraulic unscrewing; two-shot; stack; core pulls); manufacturing & inspection (CMM, Zeiss Contura G2); prototyping & optional sampling via Quality Plastics; Class 101 tooling; ISO 9001:2015; family-owned (Tom & Barb Hakel)",16000,,,40,Family-owned,,Yes,Yes,Yes,Yes,,,,,,http://www.qualitymolderie.com|https://www.qualitymolderie.com/about/|https://www.qualitymolderie.com/about/history/|https://www.qualitymolderie.com/capabilities/|https://www.qualitymolderie.com/capabilities/mold-design/|https://www.qualitymolderie.com/capabilities/mold-manufacturing/|https://www.qualitymolderie.com/capabilities/mold-inspection/|https://www.qualitymolderie.com/capabilities/quality-plastics/|https://www.qualitymolderie.com/capabilities/videos/|https://www.qualitymolderie.com/industries/|https://www.qualitymolderie.com/contact/|http://www.qualitymolderie.com/about/,8/26/2025 19:40,8/26/2025 19:40,8/26/2025 19:40,
"Adler Rapid Mold (Rapid Mold Solutions, Inc.)",,http://www.rapidmoldsolutions.com,rapidmoldsolutions.com,AMBA,1008 SE Browning St,Lee's Summit,MO,64081,(415) 329-6877,Automotive; industrial; medical devices; consumer products,"Full-service injection mold manufacturer; 61,000 sq ft facility; fast turnaround prototypes & repairs; Product Solutions Lab for sampling, validation & process optimization; tool design & PM; short/medium production runs",61000,,,,,,Yes,,Yes,,,,,,,http://www.rapidmoldsolutions.com,8/26/2025 19:41,8/26/2025 19:41,8/26/2025 19:41,
Tessy Tooling,,https://www.tessytooling.com,tessytooling.com,AMBA,2113 E 30th Street,Erie,PA,16510,(814) 838-9777,Medical devices; pharmaceutical packaging & diagnostics; consumer & consumer healthcare,Engineering & mold design; manufacturing; quality assurance; lifecycle management; continuous improvement; continuation of Tessy Plastics’ family legacy,,,,,Family-owned legacy,,Yes,,,Yes,,,,,,https://www.tessytooling.com,8/26/2025 19:41,8/26/2025 19:41,8/26/2025 19:41,
JMMS Die & Mold,,http://www.jmmsinc.com,jmmsinc.com,AMBA,807 Sheffield Road,Easley,SC,29642,(864) 855-0450,Appliances; automotive; consumer products; electronics; lawn & garden; medical tech; power generation; power tools; returnable packaging,"Design/engineering/manufacturing; thermoplastic injection molds; zinc & aluminum die casting tooling; RIM; hybrid tooling; preventive maintenance, repairs & mods; cycle-time reduction & interchangeable inserts",,,,,,,Yes,,Yes,,,,,,,http://www.jmmsinc.com|http://www.jmmsinc.com/contact/|http://www.jmmsinc.com/industries/|http://www.jmmsinc.com/industries/appliances/|http://www.jmmsinc.com/industries/automotive/|http://www.jmmsinc.com/industries/consumer-products/|http://www.jmmsinc.com/industries/electronics/|http://www.jmmsinc.com/industries/lawn-garden/|http://www.jmmsinc.com/industries/medical/|http://www.jmmsinc.com/industries/power-generation/|http://www.jmmsinc.com/industries/power-tools/|http://www.jmmsinc.com/industries/returnable-packaging/,8/26/2025 19:41,8/26/2025 19:41,8/26/2025 19:41,
MSI Mold Builders,,http://www.msimoldbuilders.com,msimoldbuilders.com,AMBA,12300 6th St SW,Cedar Rapids,IA,52404,(319) 848-7001,Automotive; power sports; agriculture; lawn & garden; medical equipment; heavy truck; material handling; RV; construction; office furniture,Steel & aluminum injection molds; structural foam; gas assist; blow; structural web; aluminum for limited runs; design/build/repair; proactive comms,,,,54,,,Yes,Yes,Yes,,,,,,,http://www.msimoldbuilders.com|http://www.msimoldbuilders.com/about|http://www.msimoldbuilders.com/capabilities|http://www.msimoldbuilders.com/capabilities-overview|http://www.msimoldbuilders.com/equipment|http://www.msimoldbuilders.com/contact,8/26/2025 19:42,8/26/2025 19:42,8/26/2025 19:42,
United Tool & Mold Inc. (UTM),,http://www.utminc.com,utminc.com,AMBA,106 Financial Blvd.,Liberty,SC,29657,(864) 859-8300,Injection & blow molding industry,"Engineering changes; preventive maintenance; injection & blow mold repairs; laser welding & engraving; fluidized bed cleaning; on-site press repair; new tool build support; 60,000 sq ft HQ; cranes to 55 metric tons; AL facility up to 60,000 lbs; 24/7 emergency support",60000,,,30,,,Yes,,Yes,,,,,,,http://www.utminc.com|http://www.utminc.com/our-company/company-profile|http://www.utminc.com/contact,8/26/2025 19:42,8/26/2025 19:42,8/26/2025 19:42,
Prairie Tool Company,,http://www.prairietool.net,prairietool.net,AMBA,723 Commerce St.,Aberdeen,SD,57401,(605) 225-4028,Medical; consumer products; lawn & garden; agriculture; electronics; appliances,"Mold design & prototyping; production molds (steel, aluminum, stainless, MoldMAX, Ampco); multi-cavity, family, unscrewing; interchangeable cores/cavities; graphite electrode machining; 4-axis wire EDM; plunge EDM; 5-axis CNC; assembly & value-add",12000,,,36,,,Yes,Yes,Yes,,,,,,,http://www.prairietool.net,8/26/2025 19:43,8/26/2025 19:43,8/26/2025 19:43,
"Integrity Tennessee, Inc.",,http://www.integritytn.com,integritytn.com,AMBA,2071 Elkton Pike,Pulaski,TN,38478,(931) 207-8334,Automotive; consumer; industrial; Tier 2/3 support,Feasibility & product design; mold flow & design; injection mold manufacturing; repairs & engineering changes; tool launch & validation; transportation support; custom machining,,,,,Service-centric,,Yes,,Yes,,,,,,,http://www.integritytn.com|http://www.integritytn.com/services|http://www.integritytn.com/capabilities-1,8/26/2025 19:43,8/26/2025 19:43,8/26/2025 19:43,
Moldesign,,http://www.moldesign.com,moldesign.com,AMBA,4720 Middlebrook Pike,Knoxville,TN,37921,(865) 588-3774,Consumer; horticulture (Greenstalk Vertical Garden),Mold design & build; product launch assistance; hours Mon–Fri 8–5; creator of Greenstalk Vertical Garden,,,,,,,Yes,,Yes,,,,,,,http://www.moldesign.com,8/26/2025 19:43,8/26/2025 19:43,8/26/2025 19:43,
Detail Mold & Manufacturing LLC,,http://www.detailmold.com,detailmold.com,AMBA,14773 Ranch Road 2338,Georgetown,TX,78633,(512) 255-0525,Medical; industrial; consumer,"Engineering & design; CNC high-speed milling & turning; EDM (wire & sinker); laser welding & engraving; injection mold design, validation & production support; custom machining; ISO 9001:2015 & ISO 13485:2016; Class 8 cleanroom; lights-out automation",26000,,,35+,,,Yes,,Yes,,,,,,,http://www.detailmold.com|http://www.detailmold.com/about|http://www.detailmold.com/Careers|http://www.detailmold.com/contact|http://www.detailmold.com/contact/request-quote|http://www.detailmold.com/contact/contact|http://www.detailmold.com/about/whats-new-blog,8/26/2025 19:43,8/26/2025 19:43,8/26/2025 19:43,
Lowrance Machine Shop,,http://www.lowrancemachine.com,lowrancemachine.com,AMBA,13510 East Hardy Road,Houston,TX,77039,(281) 449-6524,Rubber & plastic molding; automotive; oil & gas; industrial,"CNC & manual machining; custom mold design & building (rubber & plastic; compression/transfer/injection); mold repairs; inserts; reverse engineering; engineered components; special fasteners; industrial repair; value-add (heat treat, coatings, NDT, welding, EDM, testing); ISO 9001:2015; family-owned (3 generations)",,,,,Family-owned (since 1964),,Yes,,Yes,Yes,,,,,,http://www.lowrancemachine.com|http://www.lowrancemachine.com/about|http://www.lowrancemachine.com/capabilities|http://www.lowrancemachine.com/equipment|http://www.lowrancemachine.com/contact|http://www.lowrancemachine.com/industries|http://www.lowrancemachine.com/jobs,8/26/2025 19:44,8/26/2025 19:44,8/26/2025 19:44,
"Schaefer Mold, Inc.",,http://www.schaefermold.com,schaefermold.com,AMBA,2358 Blue Smoke Court N.,Fort Worth,TX,76105,(817) 534-7461,Automotive; consumer; industrial; medical (implied),Mold design & manufacturing; experienced leadership & design staff,,,,,,,Yes,,Yes,,,,,,,http://www.schaefermold.com|http://www.schaefermold.com/about|http://www.schaefermold.com/services|http://www.schaefermold.com/contact,8/26/2025 19:44,8/26/2025 19:44,8/26/2025 19:44,
Solution Tools,,http://www.solution-tools.com,solution-tools.com,AMBA,6989 Commerce Ave.,El Paso,TX,79915,(915) 594-0040,Medical; automotive; appliance,Plastic injection mold design & manufacturing; in-house diagnostics; toolmaking & moldmaking; US & Mexico operations; environment & compliance values,,,,25+,,,Yes,,Yes,,,,,,,http://www.solution-tools.com|http://www.solution-tools.com/about/|http://www.solution-tools.com/services/|http://www.solution-tools.com/contact/,8/26/2025 19:44,8/26/2025 19:44,8/26/2025 19:44,
Schweitzer Engineering Laboratories (SEL),,http://www.selinc.com,selinc.com,AMBA,,,,,,Electric power grid; utilities; critical infrastructure,"Generation/transmission solutions; distribution & substation automation; microgrid control; cybersecurity; electronic relays & controllers; turnkey engineering; >7,000 employees; 100% employee-owned; products >250 years MTBF",,,,41,Employee-owned,,,,,,,,,,,http://www.selinc.com|http://www.selinc.com/company/partnership/|http://www.selinc.com/company/values/|http://www.selinc.com/company/history/|http://www.selinc.com/company/sel-employee-ownership/|http://www.selinc.com/company/podcast/,8/26/2025 19:44,8/26/2025 19:44,8/26/2025 19:44,
"AJ Tool & Manufacturing, LLC",,http://www.ajtoolmfg.com,ajtoolmfg.com,AMBA,3026 Beechwood Industrial Ct.,Hubertus,WI,53033,(262) 628-4445,Medical; automotive; marine; communications & electronics; consumer; lawn & garden; packaging; appliance & industrial,Custom tooling & molds; engineering; competitive pricing; flexible in-house design; second-generation family-owned,,,,,Family-owned (2nd gen),,Yes,,Yes,Yes,,,,,,http://www.ajtoolmfg.com,8/26/2025 19:45,8/26/2025 19:45,8/26/2025 19:45,
Apollo Tool Inc.,,http://www.apollo-tool.com,apollo-tool.com,AMBA,,Westfield,WI,,(608) 296-2112,Various (tool & die; plastics),Plastic injection tooling (close tolerance); hot runner; multi-shot; insert; auto-unscrewing; compression; multi-cavity; die-cast; tool engineering & design; 3D modeling & CAD/CAM; prototypes & rapid tooling; emergency mold repair (Mold Medics); family-owned since 1973,,,,52,Family-owned,,Yes,Yes,Yes,Yes,,,,,,http://www.apollo-tool.com|http://www.apollo-tool.com/history.php|http://www.apollo-tool.com/services.php|http://www.apollo-tool.com/contact.php,8/26/2025 19:45,8/26/2025 19:45,8/26/2025 19:45,
Carlson Tool & Manufacturing,,http://www.carlsontool.com,carlsontool.com,AMBA,2020 W57 N14386 Doerr Way,Cedarburg,WI,53012,(800) 532-2252,Automotive; aerospace; medical; industrial; consumer,"Tool design/engineering/manufacturing/tryout/validation; injection molds & repair/refurbishment; gundrilling & deep-hole (to 20 ft, up to 20"" dia); honing (±0.0005"", 4Ra); precision machining (CNC turning/milling/EDM); metrology lab (5 CMMs); ISO 9000",,,,67,Family-owned,,Yes,Yes,Yes,Yes,,Openings listed,,,,http://www.carlsontool.com|https://www.carlsontool.com/careers/|http://www.carlsontool.com/careers/,8/26/2025 19:45,8/26/2025 19:45,8/26/2025 19:45,
CDM Tool & Manufacturing,,http://www.cdmtool.com,cdmtool.com,AMBA,749 North Wacker Drive,Hartford,WI,53027,(262) 673-5620,Automotive; aerospace; medical; consumer; industrial,"Mold making (Class 101–105; structural foam; double-shot; stack; overmold); CNC machining (vertical, horizontal, 5-axis); EDM (sinker & wire); gun drilling; contract machining; prototyping; tool repair & welding; advanced equipment",,,,63,,,Yes,Yes,Yes,,,,,,,http://www.cdmtool.com|http://www.cdmtool.com/Capabilities|http://www.cdmtool.com/Capabilities/5AxisMachining|http://www.cdmtool.com/Capabilities/SinkerEDM|http://www.cdmtool.com/Capabilities/VerticalHorizontalCNC|http://www.cdmtool.com/Capabilities/GunDrilling|http://www.cdmtool.com/Capabilities/Other|http://www.cdmtool.com/Equipment|http://www.cdmtool.com/Equipment/Fooke|http://www.cdmtool.com/Equipment/FPT|http://www.cdmtool.com/Equipment/Haas|http://www.cdmtool.com/Equipment/Toshiba,8/26/2025 19:46,8/26/2025 19:46,8/26/2025 19:46,
Classic Tool & Die,,http://www.classtd.com,classtd.com,AMBA,,,,,,,,Limited public data,,,,,,,,,,,,,,,http://www.classtd.com,8/26/2025 19:47,8/26/2025 19:47,8/26/2025 19:47,
"Compumold Tool & Design, Inc.",,http://www.compumold.com,compumold.com,AMBA,710 S Airport Rd.,Phillips,WI,54555,(715) 339-3000,Automotive; medical; consumer; industrial; electronics,"Small to medium injection molds (7–300T); mold design; EOAT; assembly fixtures; holding nests; prototyping & revisions; CAD/CAM (SolidWorks, Mastercam)",,,,41,,,Yes,,Yes,,,,,,,http://www.compumold.com|http://www.compumold.com/services|http://www.compumold.com/services#Lighting|http://www.compumold.com/services#Wiring|http://www.compumold.com/services#Repair|http://www.compumold.com/about|http://www.compumold.com/contact,8/26/2025 19:47,8/26/2025 19:47,8/26/2025 19:47,
