Company Name,Company Website URL,News Story URL,Headline,Publication Date,Publisher or Source,GPT Summary
Triangle Tool Corp,http://www.triangletoolcorp.com,https://www.moldmakingtechnology.com/articles/high-technology-diversified-mold-builder-has-its-eye-on-improvement,High-Technology Diversified Mold Builder Has Its Eye on Improvement,9/15/2023,MoldMaking Technology,"• Triangle Tool focuses on diversification and advanced mold-building technologies 
• Emphasis on continuous improvement and customer-focused strategy 
• No direct quotes appear in this article."
Triangle Tool Corp,http://www.triangletoolcorp.com,https://www.plasticstoday.com/injection-molding/triangle-tool-corp-takes-home-moldmaking-honors,Triangle Tool Corp Takes Home Moldmaking Honors,5/18/2010,Plastics Today,"• Triangle Tool recognized for excellence in moldmaking for large industrial parts 
• Article notes employee skill as central to success 
• Quote: 'It’s really about the dedication of our people.' — Triangle Tool President"
"United Tool & Mold, Inc.",http://www.utminc.com,https://upstatebusinessjournal.com/manufacturing/united-tool-and-mold-inc-to-expand-with-11m-facility-in-pickens-county/,United Tool and Mold Inc. to expand with $11M facility in Pickens County,3/23/2018,Upstate Business Journal,"• Construction of a 60,000 sq ft facility to expand capacity 
• Strengthens mold service capabilities in Pickens County 
• Quote: 'This expansion is a testament... commitment to excellence on a global scale.' — H. Scott Phipps, President"
Prairie Tool Company,http://www.prairietool.net,https://prairietool.net/,Prairie Tool Company Profile,1/1/2023,Official Website,"• Founded 1989 with 12,000 sq ft facility 
• Provides CAD/CAM tooling across multiple industries 
• No direct quotes appear in this profile."
Prairie Tool Company,http://www.prairietool.net,https://www.plasticsnews.com/article/19990426/NEWS/304269945/quantum-rakes-in-new-business,Quantum rakes in new business,4/26/1999,Plastics News,"• Notes Quantum was started by Neil Bellikka of Prairie Tool & Mold 
• Highlights business growth and industry influence 
• No direct quotes appear in this article."
Integrity Tool & Mold,http://www.integritytn.com,https://www.plasticsnews.com/news/century-mold-buys-integrity-tools-injection-molding-division,Century Mold acquires Integrity’s injection molding division,4/12/2024,Plastics News,"• Century Mold acquired Integrity’s Pulaski, TN molding division 
• Expands high-tonnage molding capabilities 
• No direct quotes appear in this article."
Integrity Tool & Mold,http://www.integritytn.com,https://manufacturing-today.com/news/by-focusing-on-innovation-integrity-tennessee-is-broadening-its-capabilities-to-better-serve-clients/,Integrity Tennessee broadens capabilities,5/3/2023,Manufacturing Today,"• Highlights innovation and lean design approach 
• Expands engineering capabilities and client services 
• No direct quotes appear in this article."
Moldesign,http://www.moldesign.com,,No news,,,No news
Detail Mold & Manufacturing,http://www.detailmold.com,https://www.detailmold.com/about,Detail Mold Company Profile,1/1/2023,Official Website,"• Specializes in solving challenging mold design requirements 
• Emphasis on quality and trusted client relationships 
• Quote: 'One of the key factors for our success is solving challenging design requirements...' — Dan Berg, Company Leadership"
Lowrance Machine Shop,http://www.lowrancemachine.com,https://www.lowrancemachine.com/,ISO 9001:2015 Certified Family-Owned Shop,1/1/2023,Official Website,"• Third-generation, ISO 9001:2015-certified mold and machining business 
• 60+ years in Houston, specializing in custom molds and precision machining 
• No direct quotes appear in this profile."
"Schaefer Mold, Inc.",http://www.schaefermold.com,https://www.schaefermold.com/,Company Profile,1/1/2023,Official Website,"• Provides mold and tooling services 
• No third-party coverage identified 
• No direct quotes appear in this profile."
Solution Tools Mold & Die,http://www.solution-tools.com,https://www.moldmakingtechnology.com/products/solution-tools-mold-die-delivers-high-quality-components-for-plastic-injection-molds,Solution Tools Delivers High-Quality Components for Plastic Injection Molds,7/1/2021,MoldMaking Technology,"• Produces high-quality mold components for plastic injection 
• Capabilities include design, machining, plating, and consulting 
• No direct quotes appear in this article."
SEL Inc.,http://www.selinc.com,https://selinc.com/company/news/schweitzer-engineering-laboratories-to-produce-medical-device-for-autism-detection/,SEL to Produce Medical Device for Autism Detection,1/15/2025,SEL News,"• Announces autism detection device initiative 
• Led by Principal Scientist Dr. Georgina Lynch 
• No direct quotes appear in this article."
SEL Inc.,http://www.selinc.com,https://selinc.com/company/news/2024-index-of-freedom/,SEL Releases 2024 Index of Freedom,8/1/2024,SEL News,"• Launches ranking of business climates across U.S. states 
• Aligns with company’s expansion priorities 
• No direct quotes appear in this article."
"A.J. Tool & Manufacturing, LLC",http://www.ajtoolmfg.com,https://www.moldmakingtechnology.com/articles/aj-tool-co-inc-niche-moldmaking-meets-high-expectations,A.J. Tool Co. Inc.: Niche Moldmaking Meets High Expectations,2/1/2006,MoldMaking Technology,"• Profile of A.J. Tool highlighting small-team-driven quality 
• Successful niche moldmaking operation 
• No direct quotes appear in this article."
"A.J. Tool & Manufacturing, LLC",http://www.ajtoolmfg.com,https://ajtoolmfg.com/,Company Profile,1/1/2023,Official Website,"• Wisconsin-based mold design and build specialist with 40+ years of history 
• Offers fast and competitively priced injection mold solutions 
• No direct quotes appear in this profile."
"Apollo Tool, Inc.",http://www.apollo-tool.com,https://www.plasticsnews.com/blog/mold-makers-steer-toward-steady-growth-newest-ranking-data,Apollo Tool Rises in Mold Maker Rankings,10/18/2021,Plastics News,"• Apollo Tool moved up 18 spots in national mold maker rankings 
• Highlights growth and strong performance in U.S. toolmaking industry 
• No direct quotes appear in this article."
Carlson Tool & Manufacturing,http://www.carlsontool.com,https://carlsontool.com/category/carlson-news/,Carlson Tool Installs New High-Precision Grinder,7/16/2021,Carlson Tool News,"• Installed Kent KPG 1524 surface grinder for precision tooling 
• Investment improves efficiency and accuracy for large projects 
• No direct quotes appear in this news update."
Carlson Tool & Manufacturing,http://www.carlsontool.com,https://carlsontool.com/report-moldmakers-in-high-demand-across-the-u-s/,Moldmakers in High Demand Across U.S.,3/23/2018,Carlson Tool Report,"• Workforce grew by 13% with plans to expand another 20% 
• Reflects high industry demand for skilled moldmakers 
• No direct quotes appear in this report."
CDM Tool & Manufacturing,http://www.cdmtool.com,https://biztimes.com/cdm-tool-sold-to-jacsten-holdings/,CDM Tool Sells to Jacsten Holdings,4/21/2015,BizTimes,"• CDM Tool acquired by Jacsten Holdings LLC 
• Leadership retained, employees and community focus emphasized 
• Quote: 'This was a thoughtful decision to secure the future of the company.' — Company Founder"
CDM Tool & Manufacturing,http://www.cdmtool.com,https://www.moldmakingtechnology.com/news/amba-presents-mold-builder-of-the-year-tooling-trailblazer-of-the-year-awards,CDM Tool Receives AMBA Tooling Trailblazer Award,5/13/2022,MoldMaking Technology,"• Recognized by American Mold Builders Association for innovation 
• Award presented alongside Mold Builder of the Year 
• No direct quotes appear in this article."
Classic Tool & Die,http://www.classtd.com,https://www.cimatron.com/en/customer-stories/innovative-die-solutions-classic-tool-and-cimatron,Classic Tool Boosts Productivity with Cimatron,2/1/2020,Cimatron,"• Adopted Cimatron CAD/CAM automation to streamline operations 
• Achieved 75% productivity increase 
• Quote: 'By virtualizing Cimatron, we've seen productivity increase by 75%.' — Adriano Oppio, VP"
"Compumold Tool & Design, Inc.",http://www.compumold.com,https://milwaukeemakerspace.org/2020/04/we-are-almost-ready-to-make-a-lot-of-face-shields/,Compumold Produces PPE Molds During COVID-19,4/10/2020,Milwaukee Makerspace,"• Delivered injection mold for face shields in under a week 
• Supported PPE production for local hospitals 
• Quote: 'Compumold was able to get our mold done in less than a week.' — Milwaukee Makerspace Project Lead"
"Compumold Tool & Design, Inc.",http://www.compumold.com,https://www.moldmakingtechnology.com/news/amba-presents-mold-builder-of-the-year-tooling-trailblazer-of-the-year-awards,Compumold Wins AMBA Tooling Trailblazer Award,5/13/2022,MoldMaking Technology,"• Honored with AMBA Tooling Trailblazer Award 
• Recognized for community support and industry leadership 
• No direct quotes appear in this article."
D & S Mold & Tool Company,http://www.dsmold.com,https://www.dsmold.com/history.html,D & S Mold Company History,1/1/2023,Official Website,"• Founded in 1944, relocated to Marinette, WI 
• Offers full-service mold design, building, and maintenance 
• Team has 300+ years combined tooling experience 
• No direct quotes appear in this profile."
Elite Mold & Engineering,http://teameliteonline.com,https://www.teameliteonline.com/news/page/2/?et_blog=,Elite Wins 2023 Best of MichBusiness Award,12/1/2023,Official Website,"• Recognized as one of Michigan’s finest manufacturers 
• Winner in Manufacturing Marvels category 
• No direct quotes appear in this article."
Elite Mold & Engineering,http://teameliteonline.com,https://www.teameliteonline.com/about-us/,Elite Named a Top Mold Maker in North America,6/1/2023,Plastics News (via Official Website),"• Listed among North America’s top mold makers 
• Recognized for manufacturing excellence 
• No direct quotes appear in this article."
Elite Mold & Engineering,http://teameliteonline.com,https://www.teameliteonline.com/elite-installs-high-speed-all-electric-shibaura-injection-molding-machine/,Elite Installs High-Speed All-Electric Shibaura Injection Molding Machine,10/15/2022,Official Website,"• Installed Shibaura EC85SXIII injection molding machine 
• Features include 5-point toggle, real-time strain gauge, grease-free tie bars 
• Enhances speed, precision, and reduces maintenance 
• No direct quotes appear in this article."
Elite Mold & Engineering,http://teameliteonline.com,https://www.teameliteonline.com/tackling-the-unique-challenges-in-aerospace-injection-molding-services,Tackling Aerospace Injection Molding Challenges,8/1/2021,Official Website,"• Explains how Elite meets precision and rapid turnaround needs in aerospace 
• Utilizes ISO 9001:2015 certification and ITAR registration 
• Focused on low-volume injection molding 
• No direct quotes appear in this article."
Elite Mold & Engineering,http://teameliteonline.com,https://www.teameliteonline.com/the-advantages-of-partnering-with-a-low-volume-injection-molding-specialist,The Advantages of Low-Volume Injection Molding,5/1/2021,Official Website,"• Describes benefits of low-volume injection molding 
• Faster turnaround, reduced tooling cost, and prototype flexibility 
• Ideal for rapid product development 
• No direct quotes appear in this article."
Elite Mold & Engineering,http://teameliteonline.com,https://www.thomasnet.com/company/elite-mold-engineering-inc-969717/profile,Thomasnet Business Profile,1/1/2023,Thomasnet,"• Shelby Township, MI-based precision mold maker 
• Offers 3- and 5-axis CNC machining, injection molding, EDM, additive manufacturing 
• ITAR registered; serves aerospace, automotive, and medical industries 
• No direct quotes appear in this profile."
"Marion Tool & Die, Inc. (Marion Manufacturing)",https://mariontool.com,https://www.war.gov/News/Contracts/Contract/Article/2646965/,"Contracts for June 4, 2021",6/4/2021,U.S. Department of Defense,"Headline: Contracts for June 4, 2021
Publisher: U.S. Department of Defense
Date: 2021-06-04
Marion Manufacturing (West Terre Haute, IN) awarded part of a $24,960,614 IDIQ contract alongside Augustine Die & Mold to provide machined items for naval maintenance and modernization
Work split: 50% West Terre Haute, IN; 50% Somerset, PA; completion expected June 2026
No direct quotes appear in this article."
"Marion Tool & Die, Inc. (Marion Manufacturing)",https://mariontool.com,https://www.927therock.com/2024/10/22/marion-manufacturing-merging-illinois-location-into-west-t-location/,Marion Manufacturing merging Illinois location into West Terre Haute location,10/22/2024,WTHI 92.7 The Rock,"Headline: Marion Manufacturing merging Illinois location into West Terre Haute location
Publisher: WTHI 92.7 The Rock
Date: 2024-10-22
Company to consolidate Morton, IL operations into West Terre Haute facility; focuses on CNC-machined components for heavy equipment, aerospace, and defense
No direct quotes appear in this article."
Meyer Tool,https://mayertool.com,https://www.journal-news.com/news/division-of-meyer-tool-moving-to-fairfield-headquarters-to-stay-in-cincy/RLMX4D77A5BXTI2NWDJVQGJIXU/,Division of Meyer Tool moving to Fairfield; headquarters to stay in Cincy,6/10/2025,Journal-News,"Headline: Division of Meyer Tool moving to Fairfield; headquarters to stay in Cincy
Publisher: Journal-News
Date: 2025-06-10
Company relocating MRO division to a 70,000-sq.-ft. leased space at 575 Quality Blvd., Fairfield; HQ and other operations remain in Camp Washington, Cincinnati; GE cited as a major client
No direct quotes appear in this article."
Meyer Tool,https://mayertool.com,https://www.cincymagazine.com/a-manufacturing-city/,A Manufacturing City,10/30/2023,Cincy Magazine,"Headline: A Manufacturing City
Publisher: Cincy Magazine
Date: 2023-10-30
Feature highlights Meyer Tool’s role in Camp Washington industrial corridor and local workforce
Quote: “Camp Washington is in our DNA,” said Beau Easton, chief financial officer, Meyer Tool — Cincy Magazine
No photo caption noted."
Advanced Tooling Inc,https://www.advancedtooling.com,https://www.wmc.org/programs-manufacturing-month/a-success-story-a-day-advanced-tooling-inc/,A Success Story A Day: Advanced Tooling Inc.,10/7/2014,Wisconsin Manufacturers & Commerce,"Headline: A Success Story A Day: Advanced Tooling Inc.
Publisher: Wisconsin Manufacturers & Commerce
Date: 2014-10-07
Located in Mount Calvary, Fond du Lac County, founded 1996
Manufactures small tools with diameters as small as 0.005 in; orders from 3 to 1,000 parts
Uses high-technology inspection equipment
Expanded facility to 12,000 sq ft in 2012 with $3.8M investment
Added machines in 2013, planned more for 2015
No direct quotes appear in this article."
"Matrix Tool, Inc.",https://www.matrixtoolinc.com,https://matrixtoolinc.com/news_post/supplier-performance-award-2024/,2024 Supplier Outstanding Performance Award,4/8/2025,"Matrix Tool, Inc.","Headline: 2024 Supplier Outstanding Performance Award
Publisher: Matrix Tool, Inc.
Date: 2025-04-08
Matrix Tool awarded its sixth consecutive Supplier Outstanding Performance Award from a long-standing, high-volume customer
No direct quotes appear in this article."
"Matrix Tool, Inc.",https://www.matrixtoolinc.com,https://matrixtoolinc.com/news/,Machine Investments Expand Molding Capacity for Continued Business Growth,8/12/2025,"Matrix Tool, Inc.","Headline: Machine Investments Expand Molding Capacity for Continued Business Growth
Publisher: Matrix Tool, Inc.
Date: 2025-08-12
Company added two new 60-ton Sodick-Plustech IMMs; nearly 50% of its 42 in-house machines are now high-precision fast-response IMMs
No direct quotes appear in this article."
Phoenix Tool & Molding,https://www.phoenixtoolco.com,https://peakstonegroup.com/peakstone-advises-phoenix-tool-mold-on-sale-to-oneida-molded-plastics/,Peakstone Advises Phoenix Tool & Mold on Sale to Oneida Molded Plastics,2023-08,Peakstone Group,"Headline: Peakstone Advises Phoenix Tool & Mold on Sale to Oneida Molded Plastics
Publisher: Peakstone Group
Date: 2023-08
Eric Bauerle, owner/CEO, said “We engaged Peakstone to find a partner who could build upon the unique capabilities that PTM has worked so hard to develop. PTM aligns well with Oneida’s manufacturing capabilities and culture.”
Also: “Peakstone conducted a very thorough process, and their advice, patience, and hard work helped us close a deal with Oneida and Cedar Ridge.”
Terms of transaction not disclosed."
Phoenix Tool & Molding,https://www.phoenixtoolco.com,https://www.intelligence360.news/elk-grove-village-illinois-based-phoenix-tool-molding-company-has-secured-480000-00-in-new-commercial-capital/,"Phoenix Tool & Molding secures $480,000 commercial capital for expansion",7/14/2021,Intelligence360 News,"Headline: Phoenix Tool & Molding secures $480,000 commercial capital for expansion
Publisher: Intelligence360 News
Date: 2021-07-14
Location: Elk Grove Village, IL
No direct quotes appear in this article."
Badie,https://www.badie.com,,No news,,,No news
Accu-Mold,https://www.accu-moldinc.com,https://manufacturingtomorrow.com/news/2025/06/12/accumold-to-showcase-advanced-micro-molding-solutions-at-automatica-2025-in-munich/25169/,Accu-Mold to Showcase Advanced Micro-Molding Solutions at Automatica 2025 in Munich,6/12/2025,Manufacturing Tomorrow,"Headline: Accu-Mold to Showcase Advanced Micro-Molding Solutions at Automatica 2025 in Munich
Publisher: Manufacturing Tomorrow
Date: 2025-06-12
Accu-Mold will demonstrate its expertise in producing high-precision micro and small injection molded components at the show."
Accu-Mold,https://www.accu-moldinc.com,https://tonkabayequity.com/news/tonka-bay-equity-partners-announces-investment-in-accumold/,Tonka Bay Equity Partners announces investment in Accu-Mold,2025,Tonka Bay Equity Partners,"Headline: Tonka Bay Equity Partners announces investment in Accu-Mold
Publisher: Tonka Bay Equity Partners
Date: 2025
Tonka Bay joined with current management, including CEO Roger Hargens, to recapitalize the company and provide capital for growth
Emphasizes Accu-Mold’s proprietary micro-mold technology for complex micro electronics, automotive, fiber optics, medical, and military applications."
Accu-Mold,https://www.accu-moldinc.com,https://www.accu-mold.com/about-us/news/roger-hargens-and-accumold-honored-as-a-patriotic-employer,Roger Hargens and Accu-Mold Honored as a Patriotic Employer,7/15/2025,Accu-Mold,"Headline: Roger Hargens and Accu-Mold Honored as a Patriotic Employer
Publisher: Accu-Mold
Date: 2025-07-15
Accu-Mold recognized by the Office of the Secretary of Defense for its contributions and standing
No direct quotes appear in this article."
Elite Mold & Engineering,https://elitemoldandengineering.com,https://www.tctmagazine.com/additive-manufacturing-3d-printing-news/elite-mold-and-engineering-partners-with-amfg-to-enhance-3d-printing-operations/,Elite Mold and Engineering partners with AMFG to enhance 3D printing operations,8/11/2023,TCT Magazine,"Headline: Elite Mold and Engineering partners with AMFG to enhance 3D printing operations
Publisher: TCT Magazine
Date: 2023-08-11
Elite chose AMFG’s MES software to support movement into additive manufacturing
CEO Paul Patrash said “We looked at several online quoting platforms, AMFG checked all the boxes for what we needed to support our growing customer base in the 3D additive market.”
AMFG’s Rohan Graham said “Allowing Elite to take a further step into the additive manufacturing space... fuels and promotes progress.”"
Elite Mold & Engineering,https://elitemoldandengineering.com,https://www.automationalley.com/2024/01/29/3d-printing-opens-up-new-manufacturing-options-for-elite-mold-engineering/,3D Printing Opens up New Manufacturing Options for Elite Mold & Engineering,1/29/2024,Automation Alley / Macomb County,"Headline: 3D Printing Opens up New Manufacturing Options for Elite Mold & Engineering
Publisher: Automation Alley / Macomb County
Date: 2024-01-29
Elite applied for and received an Industry 4.0 grant to purchase a DLS printer
$25,000 matching grant enabled a 280-sq-ft DLS printing facility, cutting lead-times ~70% and costs ~50%
CEO Paul Patrash said “The county generously put it out there to help small businesses like ours to take the leap into the future with new technology.”
Also said Elite has been in business since 1982 doing injection molding and tooling."
Quist Mold,https://www.quistmold.com,,No news,,,No news
Dynamic Dies Inc.,https://www.dynamicdies.com,https://www.dynamicdies.com/company-news/,"Dynamic Dies Unveils North America’s First FujiFilm Acuity Ultra Hybrid LED Printer, Improving Small Run Capabilities for Box Houses",10/1/2024,Dynamic Dies,"Headline: Dynamic Dies Unveils North America’s First FujiFilm Acuity Ultra Hybrid LED Printer, Improving Small Run Capabilities for Box Houses
Publisher: Dynamic Dies
Date: 2024-10-01
The new hybrid LED printer enhances small-run print and die cutting work for corrugated packaging shops
No direct quotes appear in this article."
Dynamic Dies Inc.,https://www.dynamicdies.com,https://www.dynamicdies.com/dynamic-dies-expands-operations-with-new-facility-in-indianapolis/,Dynamic Dies Expands Operations With New Facility in Indianapolis,2/18/2025,Dynamic Dies,"Headline: Dynamic Dies Expands Operations With New Facility in Indianapolis
Publisher: Dynamic Dies
Date: 2025-02-18
New facility at 5811 W. Minnesota Street, Indianapolis, IN expands production & die cutting capacity
No direct quotes appear in this article."
Dynamic Dies Inc.,https://www.dynamicdies.com,https://www.dynamicdies.com/dynamic-dies-inc-announces-acquisition-of-allied-steel-rule-dies-inc-expanding-capabilities-and-establishing-fifth-location/,"Dynamic Dies Inc. Announces Acquisition of Allied Steel Rule Dies, Inc., Expanding Capabilities and Establishing Fifth Location",10/1/2024,Dynamic Dies,"Headline: Dynamic Dies Inc. Announces Acquisition of Allied Steel Rule Dies, Inc., Expanding Capabilities and Establishing Fifth Location
Publisher: Dynamic Dies
Date: 2024-10-01
Acquisition expands capability in steel-rule dies; fifth location established
No direct quotes appear in this article."
Dynamic Dies Inc.,https://www.dynamicdies.com,https://www.wtol.com/article/news/local/toledo-dynamic-dies-marvel-pizza-box-campaign/512-24f094d2-6c69-4893-a34d-1758755e33bd,Toledo’s Dynamic Dies helps with Marvel pizza box campaign,6/23/2025,WTOL / Local News,"Headline: Toledo’s Dynamic Dies helps with Marvel pizza box campaign
Publisher: WTOL / Local News
Date: 2025-06-23
Dynamic Dies created tooling for a national campaign with Little Caesars featuring Marvel’s Fantastic Four imagery
No direct quotes appear in this article."
Dura Mold,https://www.duramoldinc.com,https://www.moodyonthemarket.com/stevensville-manufacturer-investing-in-1-4m-expansion-with-seven-new-jobs/,Stevensville Manufacturer Investing in $1.4M Expansion With Seven New Jobs,11/30/2017,Moody on the Market,"Headline: Stevensville Manufacturer Investing in $1.4M Expansion With Seven New Jobs
Publisher: Moody on the Market
Date: 2017-11-30
Dura Mold making a $1.4M investment in an 8,000-sq-ft addition in Stevensville, Michigan; seven new jobs created
John Gast, Lake Charter Township Supervisor, said “When existing industry commits to expand… we applaud Lake Charter Township for their work.”
Frank Bock, President and co-owner, said “We are quite fortunate…” acknowledging local support."
Digital Tool,https://www.digitaltool.com,,No news,,,No news
Dynomax Inc.,https://www.dynomaxinc.com,https://www.chipestimate.com/Contract-Manufacturer-Dynomax-Inc-Achieves-Aerospace-and-Defense-AS9100-Rev-C-Quality-Certification/Semiconductor-IP-Core/news/13817,Dynomax Inc Achieves Aerospace and Defense AS9100 Rev C Quality Certification,2011-09,ChipEstimate / Industry News,"Headline: Dynomax Inc Achieves Aerospace and Defense AS9100 Rev C Quality Certification
Publisher: ChipEstimate / Industry News
Date: September 2011
Dynomax earned AS9100 Revision C certification
Mike Martini, Quality Systems Director, said “The primary differences with Rev C include risk, project and configuration management, key process metrics, and expanded defense scope.”
Also noted Dynomax had earlier multi-year agreements with Bombardier Learjet and B/E Aerospace."
Galaxy Tool Corp.,https://www.galaxytool.com,https://www.plasticstoday.com/plastics-processing/galaxy-tool-corp-expands-capability-and-capacity-as-it-revisits-its-plastics-heritage,Galaxy Tool Corp expands capability and capacity as it revisits its plastics heritage,8/8/2011,Plastics Today,"Headline: Galaxy Tool Corp expands capability and capacity as it revisits its plastics heritage
Publisher: Plastics Today
Date: 2011-08-08
Installed a Fidia 5-axis CNC machining center (travels: 157in Y, 79in X, 55in Z) to boost large-scale machining capacity
Added Tarus gun-drill with bore travel up to 96in
Paul Maples, VP of BD, said “Galaxy continues to see a surge in demand… This machine allows shorter lead-times while enhancing support and growth opportunities.”
Also said: “We’re seeing a lot of work come back from China as well.”"
Steel Craft,https://www.steelcrafttech.com,https://www.metalsminingreview.com/steel-craft,Steel Craft | Top Metal Working Services Company-2024,2024,Metals & Mining Review,"Headline: Steel Craft | Top Metal Working Services Company-2024
Publisher: Metals & Mining Review
Date: 2024
Steel Craft formed by merging several divisions into one unified brand. Offers full spectrum of metal fabrication services including high-precision stamping and laser-cutting
Kevin Stevick, President & CEO, said “Our mergers weren’t about just updating brand logos or business cards. It was about changing how we serve in the metal fabrication industry, as a one-stop shop capable of handling a wide range of demands with expertise and efficiency.”"
Doyles Shamrock Industries,https://doyleshamrock.com,,No news,,,No news
St. Charles Stamping & Tooling,https://www.stcharlesstamping.com,,No news,,,No news
Meyer Tool,https://www.meyertool.com,https://www.journal-news.com/news/division-of-meyer-tool-moving-to-fairfield-headquarters-to-stay-in-cincy/RLMX4D77A5BXTI2NWDJVQGJIXU/,Division of Meyer Tool moving to Fairfield; headquarters to stay in Cincy,6/10/2025,Journal-News,"Headline: Division of Meyer Tool moving to Fairfield; headquarters to stay in Cincy
Publisher: Journal-News
Date: 2025-06-10
Meyer Tool moving its MRO division to a 70,000-sq-ft leased facility in Fairfield while keeping HQ in Camp Washington
General Electric noted as major client
Investment of about $6.25M in improvements and equipment
Quote: “We’ve outgrown our facility … opportunity … to increase our operations,” said Kevin Slattery, director of facilities, Meyer Tool — Journal-News
Quote: “It is in the aerospace corridor and we are in the aerospace business …,” said Slattery — Journal-News"
Redline Plastics,https://www.redlineplastics.com,https://www.plasticsnews.com/news/redline-plastics-named-2024-plastics-news-processor-year,Redline Plastics Named 2024 Plastics News Processor of the Year,3/13/2025,Plastics News,"Headline: Redline Plastics Named 2024 Plastics News Processor of the Year
Publisher: Plastics News
Date: 2025-03-13
Redline Plastics (Manitowoc, WI) named Processor of the Year by Plastics News
Recognized for rotational molding, vacuum forming and other capabilities
Quote: “This award reflects the incredible work of our team … Winning Processor of the Year is validation of that effort …,” said Nick Murray, President — Plastics News
Quote: “From day one, our mission has been to be the best … this award proves … we’re not just striving — we’re achieving,” said Chuck Webster, CEO — Plastics News"
Universal Metal Products,https://www.universalmetalproducts.com,https://www.crainscleveland.com/manufacturing/technology-makes-universal-metal-products-more-efficient,Technology makes Universal Metal Products more efficient,5/26/2023,Crain’s Cleveland,"Headline: Technology makes Universal Metal Products more efficient
Publisher: Crain’s Cleveland
Date: 2023-05-26
Universal Metal finishes almost 1 million parts every year
Matt Rossman, director of manufacturing, noted the work is labor-intensive but technology continues improving efficiency
No further direct quotes appear in this article."
Manor Tool & Manufacturing,https://www.manortool.com,https://www.manortool.com/blog/angelo-simeone-tool-die-certification/,Manor Tool’s Newest Certified Tool & Die Maker: Angelo Simeone!,6/3/2021,Manor Tool Blog,"Headline: Manor Tool’s Newest Certified Tool & Die Maker: Angelo Simeone!
Publisher: Manor Tool & Manufacturing
Date: 2021-06-03
Angelo Simeone (grandson of founder, son of current president) joined the firm as tool & die maker; trained via the TMA apprenticeship program; brings CAD/MasterCam skills beyond traditional tool & die work."
"KMM Group, Ltd.",https://www.kmmgrp.com,https://kmmgrp.com/tag/press-releases/news-release-kmm-group-announces-final-construction-phase-of-100k-sq-ft-manufacturing-facility/,"KMM Group Announces Final Phase of 100,000 Sq Ft Manufacturing Facility",2/20/2023,KMM Group Press Release,"Headline: KMM Group Announces Final Phase of 100,000 Sq Ft Manufacturing Facility
Publisher: KMM Group, Ltd.
Date: 2023-02-20
KMM building out a new state-of-the-art 100,000 sq ft manufacturing facility in Hatboro, PA to support ultra-precision machining & grinding services."
Minth Group,https://www.minthgroup.com,https://www.investontario.ca/press-release/minth-group-builds-its-first-canadian-manufacturing-facility-windsor-ontario,"Minth Group builds its first Canadian manufacturing facility in Windsor, Ontario",4/3/2025,Invest Ontario,"Headline: Minth Group builds its first Canadian manufacturing facility in Windsor, Ontario
Publisher: Invest Ontario
Date: 2025-04-03
Invest Ontario supporting Minth’s nearly $300M investment in Windsor facility
Plant will produce exterior and structural auto parts including EV battery housings and plastic exterior parts
Project expected to create ~1,099 new jobs
William Chin, Chief Strategy Officer, said “Being a global company supporting global OEMs … Ontario is a very important and exciting new addition to our portfolio … especially with our Canadian roots.”"
Minth Group,https://www.minthgroup.com,https://windsornewstoday.ca/windsor/news/2025/08/05/minth-announces-partnership-with-aisin-to-launch-phase-2-of-manufacturing-facility,Minth announces partnership with AISIN to launch phase 2 of manufacturing facility,8/5/2025,Windsor News Today,"Headline: Minth announces partnership with AISIN to launch phase 2 of manufacturing facility
Publisher: Windsor News Today
Date: 2025-08-05
Phase two involves construction of a 150,000 sq ft facility, part of earlier $300M investment
Will further expand EV/auto part production
William Chin, Chief Strategy Officer, said “This signing celebrates the continued commitment of Minth to Canada … the combined resources … will provide a tremendous team …”"
HART Design & Manufacturing,https://www.hartprecision.com,https://hartdesign.com/industry-news/hart-design-manufacturing-unveils-new-crumblers-and-crumble-lines-for-high-efficiency-cheese-processing/,HART Design & Manufacturing Unveils New Crumblers And Crumble Lines For High-Efficiency Cheese Processing,10/30/2024,HART Design & Manufacturing,"Headline: HART Design & Manufacturing Unveils New Crumblers And Crumble Lines For High-Efficiency Cheese Processing
Publisher: HART Design & Manufacturing
Date: 2024-10-30
Company added advanced systems for cheese crumbling including infeed, crumbling, discharge, and anti-caking features
CEO Timm Schaetz said “With these additions, we’re empowering cheese producers to maximize efficiency while maintaining the highest quality standards.”"
"Tools, Inc.",https://www.toolsinc.com,,No news,,,No news
